REF_IND,GENRE_IND,TYP_DOC_ID_IND,NUM_DOC_ID_IND,LIEU_DOC_ID_IND,DATE_DOC_ID_IND,COD_TVA_IND,NOM_IND,PRE_IND,DAT_NAISS_CREAT,GRP_IND,LIM_CRED_GLO_IND,LIM_FIN_GLO_IND,INFO_IND,DAT_INFO_IND,ID_NLDP,COD_SCLAS,ABRV_IND,LOGO_IND,PHOTO_IND,MF_IND,RC_IND,EXO_TVA,DAT_DEB_EXO,DAT_FIN_EXO,TEL_IND,FAX_IND,EMAIL_IND,REF_ADH_IND,FROM_JUR_IND,EXO_IND,ADR_IND,CP_IND,REF_ACH_IND,ID_GROUPE
1048,PM   ,Registre De Commerce,1086532C,NUMÉRO INTROUVABLE,2019-09-23,1086532C            ,XF1023,SH1023,2019-09-23,False,,,,,1.0,,,,,,1086532C,False,2019-09-23,2019-09-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782414,
1049,PM   ,Registre De Commerce,1392670V,NUMÉRO INTROUVABLE,2019-09-23,1392670V            ,XF1024,SH1024,2019-09-23,False,,,,,1.0,,,,,,1392670V,False,2019-09-23,2019-09-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782415,
1050,PM   ,Registre De Commerce,0943662D,NUMÉRO INTROUVABLE,2019-09-23,0943662D            ,XF1025,SH1025,2019-09-23,False,,,,,1.0,,,,,,0943662D,False,2019-09-23,2019-09-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782416,
1051,PM   ,Registre De Commerce,0624931E,NUMÉRO INTROUVABLE,2019-10-01,0624931E            ,XF1026,SH1026,2019-10-01,False,,,,,1.0,,,,,,0624931E,False,2019-10-01,2019-10-01,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782418,
1052,PM   ,Registre De Commerce,1678762B,NUMÉRO INTROUVABLE,2019-10-01,1578762B            ,XF1027,SH1027,2019-10-01,False,,,,,1.0,,,,,,1678762B,False,2019-10-01,2019-10-01,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782419,
1053,PM   ,Registre De Commerce,B116092003,NUMÉRO INTROUVABLE,2019-10-01,0828084V            ,XF1028,SH1028,2019-10-01,False,,,,,1.0,,,,,,B116092003,False,2019-10-01,2019-10-01,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782417,
1054,PM   ,Registre De Commerce,B163771996,NUMÉRO INTROUVABLE,2019-10-09,0496004F            ,XF1029,SH1029,2019-10-09,False,,,,,1.0,,,,,,B163771996,False,2019-10-09,2019-10-09,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782421,
1055,PM   ,Registre De Commerce,B151092003,NUMÉRO INTROUVABLE,2019-10-09,0492586Z            ,XF1030,SH1030,2019-10-09,False,,,,,1.0,,,,,,B151092003,False,2019-10-09,2019-10-09,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782420,
1056,PM   ,Registre De Commerce,B08222362013,NUMÉRO INTROUVABLE,2019-10-17,1325782C            ,XF1031,SH1031,2019-10-17,False,,,,,1.0,,,,,,B08222362013,False,2019-10-17,2019-10-17,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782422,
1057,PM   ,Registre De Commerce,1604222C,NUMÉRO INTROUVABLE,2019-10-21,1604222C            ,XF1032,SH1032,2019-10-21,False,,,,,2.0,0000000,BCPN1619            ,,,,1604222C,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,F07980,SARL                                                                                                ,False,ADRS Introuvable,2095      ,NULL,
1058,PM   ,Registre De Commerce,768146G,NUMÉRO INTROUVABLE,2019-11-07,0768146G            ,XF1033,SH1033,2019-11-07,False,,,,,1.0,,,,,,768146G,False,2019-11-07,2019-11-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782423,
1059,PM   ,Registre De Commerce,1281427T,NUMÉRO INTROUVABLE,2019-11-07,1281427T            ,XF1034,SH1034,2019-11-07,False,,,,,1.0,,,,,,1281427T,False,2019-11-07,2019-11-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782424,
1060,PM   ,Registre De Commerce,1595880E,NUMÉRO INTROUVABLE,2019-11-07,1595880E            ,XF1035,SH1035,2019-11-07,False,,,,,1.0,,,,,,1595880E,False,2019-11-07,2019-11-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782425,
1061,PM   ,Registre De Commerce,1298173B,NUMÉRO INTROUVABLE,2019-11-07,1298173B            ,XF1036,SH1036,2019-11-07,False,,,,,1.0,,,,,,1298173B,False,2019-11-07,2019-11-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782426,
1062,PM   ,Registre De Commerce,1418173W,NUMÉRO INTROUVABLE,2019-11-07,1418173W            ,XF1037,SH1037,2019-11-07,False,,,,,1.0,,,,,,1418173W,False,2019-11-07,2019-11-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782427,
1063,PM   ,Registre De Commerce,1642664P,NUMÉRO INTROUVABLE,2019-11-07,1642664P            ,XF1038,SH1038,2019-11-07,False,,,,,1.0,,,,,,1642664P,False,2019-11-07,2019-11-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782428,
1064,PM   ,Registre De Commerce,1227554T,NUMÉRO INTROUVABLE,2019-11-07,1227554T            ,XF1039,SH1039,2019-11-07,False,,,,,1.0,,,,,,1227554T,False,2019-11-07,2019-11-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782429,
1065,PM   ,Registre De Commerce,1349864G,NUMÉRO INTROUVABLE,2019-11-07,1349864G            ,XF1040,SH1040,2019-11-07,False,,,,,1.0,,,,,,1349864G,False,2019-11-07,2019-11-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782430,
1066,PM   ,Registre De Commerce,1596141D,NUMÉRO INTROUVABLE,2019-11-07,1596141D            ,XF1041,SH1041,2019-11-07,False,,,,,1.0,,,,,,1596141D,False,2019-11-07,2019-11-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782431,
1067,PM   ,Registre De Commerce,1296317Q,NUMÉRO INTROUVABLE,2019-11-07,1296317Q            ,XF1042,SH1042,2019-11-07,False,,,,,1.0,,,,,,1296317Q,False,2019-11-07,2019-11-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782432,
1068,PM   ,Registre De Commerce,1519177L,NUMÉRO INTROUVABLE,2019-11-07,1519177L            ,XF1043,SH1043,2019-11-07,False,,,,,1.0,,,,,,1519177L,False,2019-11-07,2019-11-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782433,
1069,PM   ,Registre De Commerce,1202039W,NUMÉRO INTROUVABLE,2019-11-07,1202039W            ,XF1044,SH1044,2019-11-07,False,,,,,1.0,,,,,,1202039W,False,2019-11-07,2019-11-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782434,
1070,PM   ,Registre De Commerce,1412163S,NUMÉRO INTROUVABLE,2019-11-22,1412163S            ,XF1045,SH1045,2019-11-22,False,,,,,1.0,,,,,,1412163S,False,2019-11-22,2019-11-22,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782437,
1071,PM   ,Registre De Commerce,0909869X,NUMÉRO INTROUVABLE,2019-11-22,0909869X            ,XF1046,SH1046,2019-11-22,False,,,,,1.0,,,,,,0909869X,False,2019-11-22,2019-11-22,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782438,
1072,PM   ,Registre De Commerce,1091600F,NUMÉRO INTROUVABLE,2019-11-22,1091600F            ,XF1047,SH1047,2019-11-22,False,,,,,1.0,,,,,,1091600F,False,2019-11-22,2019-11-22,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782439,
1073,PM   ,Registre De Commerce,1353972P,NUMÉRO INTROUVABLE,2019-11-22,1353972P            ,XF1048,SH1048,2019-11-22,False,,,,,1.0,,,,,,1353972P,False,2019-11-22,2019-11-22,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782440,
1074,PM   ,Registre De Commerce,1464213W,NUMÉRO INTROUVABLE,2019-11-22,1464213W            ,XF1049,SH1049,2019-11-22,False,,,,,1.0,,,,,,1464213W,False,2019-11-22,2019-11-22,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782441,
1075,PM   ,Registre De Commerce,A1111171998,NUMÉRO INTROUVABLE,2019-11-22,0069677P            ,XF1050,SH1050,2019-11-22,False,,,,,2.0,0000000,,,,,A1111171998,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,False,ADRS Introuvable,2095      ,REF INT,
1076,PM   ,Registre de commerce,0296025Y,NUMÉRO INTROUVABLE,2019-12-19,0296025Y            ,XF1051,SH1051,,,,,,,2.0,0000000,,,,,0296025Y,,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,, 04 zone industrielle borj cedria 2055 tunis,2084      ,REF INT,
1077,PM   ,Registre de commerce,1197619A,NUMÉRO INTROUVABLE,2019-12-23,1197619A            ,XF1052,SH1052,,False,,,,,2.0,0000000,,,,,1197619A,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,AV 18 JANVIER BEJA NORD,9000      ,REF INT,
1078,PM   ,Registre de commerce,1372003C,NUMÉRO INTROUVABLE,2019-12-23,1372003C            ,XF1053,SH1053,,False,,,,,2.0,0000000,,,,,1372003C,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,AV TAIEB MHIRI HAMMAMET,8050      ,REF INT,
1079,PM   ,Registre de commerce,1541913B,NUMÉRO INTROUVABLE,2019-12-23,1541913B            ,XF1054,SH1054,,False,,,,,2.0,0000000,,,,,1541913B,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,RUE ALI BEKHOUAENE RAS JEBEL BIZERTE,7070      ,REF INT,
1080,PM   ,Registre de commerce,1469145Y,NUMÉRO INTROUVABLE,2019-12-23,1469145Y            ,XF1055,SH1055,,False,,,,,2.0,0000000,,,,,1469145Y,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,30 RUE D IRAK TUNIS 1001,1001      ,REF INT,
1081,PM   ,Registre de commerce,1355112J,NUMÉRO INTROUVABLE,2019-12-23,1355112J            ,XF1056,SH1056,,False,,,,,2.0,0000000,,,,,1355112J,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,RUE JAMEL ABDENNASER Z1 ,2095      ,REF INT,
1082,PM   ,Registre de commerce,1493437Y,NUMÉRO INTROUVABLE,2019-12-23,1493437Y            ,XF1057,SH1057,,False,,,,,2.0,0000000,,,,,1493437Y,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,11 RUE D'ALGERIE NABEUL,8000      ,REF INT,
1083,PM   ,Registre de commerce,1536196M,NUMÉRO INTROUVABLE,2019-12-23,1536196M            ,XF1058,SH1058,,False,,,,,2.0,0000000,,,,,1536196M,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,CITE 9 AVRIL LE KEF,7100      ,REF INT,
1084,PM   ,Registre de commerce,1395746L,NUMÉRO INTROUVABLE,2019-12-23,1395746L            ,XF1059,SH1059,,False,,,,,2.0,0000000,,,,,1395746L,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,AV HABIB BORGUIBA KORBA,8070      ,REF INT,
1085,PM   ,Registre de commerce,1220296P,NUMÉRO INTROUVABLE,2019-12-23,1220296P            ,XF1060,SH1060,,False,,,,,2.0,0000000,,,,,1220296P,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,64 AV SIDI SLIMEN NABEUL,8000      ,REF INT,
1086,PM   ,Registre de commerce,1327913D,NUMÉRO INTROUVABLE,2019-12-23,1327913D            ,XF1061,SH1061,,False,,,,,2.0,0000000,,,,,1327913D,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,RUE MOHSEN KRICHEN SFAX,3000      ,REF INT,
1087,PM   ,Registre de commerce,1432202S,NUMÉRO INTROUVABLE,2019-12-23,1432202S            ,XF1062,SH1062,,False,,,,,2.0,0000000,,,,,1432202S,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,9 RUE DE FLEUVE TUNIS,1000      ,REF INT,
1088,PM   ,Registre de commerce,1637777P,NUMÉRO INTROUVABLE,2019-12-23,1637777P            ,XF1063,SH1063,,False,,,,,2.0,0000000,,,,,1637777P,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,AV 19 JUILLET  IMM CHARFI TUNIS,1001      ,REF INT,
1089,PM   ,Registre de commerce,1563377N,NUMÉRO INTROUVABLE,2019-12-23,1563377T            ,XF1064,SH1064,,False,,,,,2.0,0000000,,,,,1563377N,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,AV HABIB BORGUIBA  BENI KHIAR,8060      ,REF INT,
1090,PM   ,Registre de commerce,1547767L,NUMÉRO INTROUVABLE,2019-12-23,1547767L            ,XF1065,SH1065,,False,,,,,2.0,0000000,,,,,1547767L,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,AV DE LA REPUBLIQUE MESSADINE,4013      ,REF INT,
1091,PM   ,Registre de commerce,1067971R,NUMÉRO INTROUVABLE,2019-12-23,1067971R            ,XF1066,SH1066,,False,,,,,2.0,0000000,,,,,1067971R,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,130 AV HABIB BOURGUIBA NABEUL,8000      ,REF INT,
1092,PM   ,Registre de commerce,1583144N,NUMÉRO INTROUVABLE,2019-12-23,1583144N            ,XF1067,SH1067,,False,,,,,2.0,0000000,,,,,1583144N,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,AV FARHAT HACHED KORBA,8070      ,REF INT,
1093,PM   ,Registre de commerce,1578204Z,NUMÉRO INTROUVABLE,2019-12-23,1578204Z            ,XF1068,SH1068,,False,,,,,2.0,0000000,,,,,1578204Z,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,4 RUE CHIKH JLIDI JEMA KEBILI,4200      ,REF INT,
1094,PM   ,Registre de commerce,0422381G,NUMÉRO INTROUVABLE,2019-12-23,0422381Z            ,XF1069,SH1069,,False,,,,,2.0,0000000,,,,,0422381G,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,4 RUE CHIKH JLIDI JEMA KEBILI,2095      ,REF INT,
1095,PM   ,Registre de commerce,0135975V,NUMÉRO INTROUVABLE,2019-12-23,0135975V            ,XF1070,SH1070,,False,,,,,2.0,0000000,,,,,0135975V,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,AV HABIB AYED  CHIHIA SFAX,3000      ,REF INT,
1096,PM   ,Registre de commerce,1366050X,NUMÉRO INTROUVABLE,2019-12-24,1366050X            ,XF1071,SH1071,,False,,,,,2.0,0000000,,,,,1366050X,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SUP                                                                                                 ,,GP1 KM 12 BOUMHEL,2097      ,REF INT,
1097,PM   ,Registre de commerce,1418215N,29133237,2015-09-08,1418215n            ,XF1072,SH1072,,False,,,,,2.0,GG51430,3STE1719            ,,,,1418215N,False,,,29133237,FAX Introuvable,EMAIL Introuvable,08542,SARL                                                                                                ,,rue de la physique bir kassaa ,2059      ,REF INT,
1098,PM   ,Registre de commerce,1457041B,NUMÉRO INTROUVABLE,2019-12-25,1457041B            ,XF1073,SH1073,,False,,,,,2.0,0000000,,,,,1457041B,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SUP                                                                                                 ,,7 Rue d'Egypte immeuble Antar RDC  1000,1000      ,REF INT,
1099,PM   ,Registre de commerce,1214642Z,NUMÉRO INTROUVABLE,2019-12-25,1214642Z            ,XF1074,SH1074,,False,,,,,2.0,0000000,,,,,1214642Z,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SUP                                                                                                 ,,"5 Avenue de la liberté, 2091 ARIANA,  Tunisie",2091      ,REF INT,
1100,PM   ,Registre de commerce,1187574Z,NUMÉRO INTROUVABLE,2019-12-30,1187574Z            ,XF1075,SH1075,,False,,,,,2.0,0000000,,,,,1187574Z,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SUP                                                                                                 ,,"N 55 ESSOUK EJJADID BAB JEBLI, 3047 SFAX",3047      ,REF INT,
1101,PM   ,Registre de commerce,1613127F,NUMÉRO INTROUVABLE,2020-01-16,1613127F            ,XF1076,SH1076,,False,,,,,2.0,0000000,,,,,1613127F,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,151 rue hassen nouri s2 bizerte,7000      ,REF INT,
1102,PM   ,Registre de commerce,0418284V,NUMÉRO INTROUVABLE,2020-01-16,0418284V            ,XF1077,SH1077,,False,,,,,2.0,0000000,,,,,0418284V,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,rte de gabes 10 ZI 14-15,2035      ,REF INT,
1103,PM   ,Registre de commerce,0140861T,NUMÉRO INTROUVABLE,2020-01-16,0140861T            ,XF1078,SH1078,,False,,,,,2.0,0000000,,,,,0140861T,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,lotissement AFH AIN ZAGHOUAN,2036      ,REF INT,
1104,PM   ,Registre de commerce,1591069R,NUMÉRO INTROUVABLE,2020-01-16,1591069R            ,XF1079,SH1079,,False,,,,,2.0,0000000,,,,,1591069R,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,CITE RIADH SBIKHA,3110      ,REF INT,
1105,PM   ,Registre de commerce,1138641V,NUMÉRO INTROUVABLE,2020-01-16,1138641V            ,XF1080,SH1080,,False,,,,,2.0,0000000,,,,,1138641V,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,PLACE 14 JANVIER KEBILI,4200      ,REF INT,
1106,PM   ,Registre de commerce,566070G,NUMÉRO INTROUVABLE,2020-01-21,0566070G            ,XF1081,SH1081,,False,,,,,2.0,0000000,,,,,566070G,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,48 Rue hedi chaker ariana 2080,2080      ,REF INT,
1107,PM   ,Registre de commerce,136282A,NUMÉRO INTROUVABLE,2020-01-21,0136282A            ,XF1082,SH1082,,False,,,,,2.0,0000000,,,,,136282A,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,av habib bourguiba teboulba,5080      ,REF INT,
1108,PM   ,Registre de commerce,1043636A,NUMÉRO INTROUVABLE,2020-01-21,1043636A            ,XF1083,SH1083,,False,,,,,2.0,0000000,,,,,1043636A,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,AV Hedi ouali hammamet nabeul ,8000      ,REF INT,
1109,PM   ,Registre de commerce,1167107N,NUMÉRO INTROUVABLE,2020-01-21,1167107N            ,XF1084,SH1084,,False,,,,,2.0,0000000,,,,,1167107N,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,AV ennasr ongle rue perou mourouj4  2074,2074      ,REF INT,
1110,PM   ,Registre de commerce,1330737F,NUMÉRO INTROUVABLE,2020-01-21,1330737F            ,XF1085,SH1085,,False,,,,,2.0,0000000,,,,,1330737F,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,AV khalifa el karouia z4 sahloul sousse,4000      ,REF INT,
1111,PM   ,Registre de commerce,1368578K,NUMÉRO INTROUVABLE,2020-01-21,1368578K            ,XF1086,SH1086,,False,,,,,2.0,0000000,,,,,1368578K,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,Residence sana blocb1 cun 1082 menzah,1082      ,REF INT,
1112,PM   ,Registre de commerce,1178052A,NUMÉRO INTROUVABLE,2020-01-21,1178052A            ,XF1087,SH1087,,False,,,,,2.0,0000000,,,,,1178052A,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,RUE muscat nabeul 8000,8000      ,REF INT,
1113,PM   ,Registre de commerce,1537178P,NUMÉRO INTROUVABLE,2020-01-22,1537178P            ,XF1088,SH1088,,False,,,,,2.0,0000000,,,,,1537178P,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,23 RUE KHALED IBN EL WALID L'AOUINA,2036      ,REF INT,
1114,PM   ,Registre de commerce,1111326V,NUMÉRO INTROUVABLE,2020-01-22,1111326V            ,XF1089,SH1089,,False,,,,,2.0,0000000,,,,,1111326V,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,138 AVENUE HBIB BORGUIBA HAMMEM SOUSSE,4011      ,REF INT,
1115,PM   ,Registre de commerce,766769A,NUMÉRO INTROUVABLE,2020-01-22,0766769A            ,XF1090,SH1090,,False,,,,,2.0,0000000,,,,,766769A,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,AVENUE DE L'IDEPENDANCE KHAZNADAR,2017      ,REF INT,
1116,PM   ,Registre de commerce,1384734X,NUMÉRO INTROUVABLE,2020-01-28,1384734X            ,XF1091,SH1091,,False,,,,,2.0,0000000,,,,,1384734X,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,3027 SFAX,3027      ,REF INT,
1117,PM   ,Registre de commerce,0418758J,NUMÉRO INTROUVABLE,2020-01-28,0418758J            ,XF1092,SH1092,,False,,,,,2.0,0000000,,,,,0418758J,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,AVENUE 5 AOUT SFAX,2095      ,REF INT,
1118,PM   ,Registre de commerce,1002102X,NUMÉRO INTROUVABLE,2020-01-28,1002102X            ,XF1093,SH1093,,False,,,,,2.0,0000000,,,,,1002102X,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,RESIDENCE VENICIA SFAX,2095      ,REF INT,
1119,PM   ,Registre de commerce,1184751K,NUMÉRO INTROUVABLE,2020-01-28,1184751K            ,XF1094,SH1094,,False,,,,,2.0,0000000,,,,,1184751K,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,AVENUE DE LA LIBERTE 1002 SFAX,1002      ,REF INT,
1120,PM   ,Registre de commerce,1402138L,NUMÉRO INTROUVABLE,2020-01-28,1402138L            ,XF1095,SH1095,,False,,,,,2.0,0000000,,,,,1402138L,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,40 RUE MONT PLAISIR 1073,1073      ,REF INT,
1121,PM   ,Registre de commerce,1454712F,NUMÉRO INTROUVABLE,2020-01-28,1454712F            ,XF1096,SH1096,,False,,,,,2.0,0000000,,,,,1454712F,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,AVENUE MONGI SLIM L'AOUINA,2036      ,REF INT,
1122,PM   ,Registre de commerce,1560510R,NUMÉRO INTROUVABLE,2020-02-13,1560510R            ,XF1097,SH1097,,False,,,,,2.0,0000000,,,,,1560510R,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,IMM TANIT BORNOS LES BERGES DU LAC,1053      ,REF INT,
1123,PM   ,Registre de commerce,0941696F,NUMÉRO INTROUVABLE,2020-02-17,0941696F            ,XF1098,SH1098,,False,,,,,2.0,0000000,,,,,0941696F,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,17 av de la liberté imm amal centre sfax,3027      ,REF INT,
1124,PM   ,Registre de commerce,1293957F,NUMÉRO INTROUVABLE,2020-02-17,1293957F            ,XF1099,SH1099,,False,,,,,2.0,0000000,,,,,1293957F,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,av de la liberte imm aida sfax el jadida,3027      ,REF INT,
1125,PM   ,Registre de commerce,1133648F,NUMÉRO INTROUVABLE,2020-02-17,1133648F            ,XF1100,SH1100,,False,,,,,2.0,0000000,,,,,1133648F,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,av des martyrs imm palmarium 4,3027      ,REF INT,
1126,PM   ,Registre de commerce,1612157H,NUMÉRO INTROUVABLE,2020-02-17,1612157H            ,XF1101,SH1101,,False,,,,,2.0,0000000,,,,,1612157H,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,80 av de carthage jardin de carthage tunis,2016      ,REF INT,
1127,PM   ,Registre de commerce,1396124P,NUMÉRO INTROUVABLE,2020-02-17,1396124P            ,XF1102,SH1102,,False,,,,,2.0,0000000,,,,,1396124P,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,av taieb mhiri z1 gafsa,2100      ,REF INT,
1128,PM   ,Registre de commerce,1431152W,NUMÉRO INTROUVABLE,2020-02-17,1431152W            ,XF1103,SH1103,,False,,,,,2.0,0000000,,,,,1431152W,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,75 rue ibn el jazzar jemmel 5020,5020      ,REF INT,
